driver_id,first_completed_trip,lifetime_rating,lifetime_fares,lifetime_completed_trips
4ea0-18c3,1/22/12,4.67,11469.28,1125
4fb6-19c5,7/23/09,4.68,12673.45,1398
4c58-35f9,11/14/09,4.83,20081.67,2157
41a7-ed81,2/15/12,4.83,4229.77,445
4941-20c0,11/30/09,4.77,64495.34,6779
4e10-1a3a,3/29/12,4.88,700.26,74
41d8-7fbc,2/25/12,4.87,3839.83,395
4524-33b7,6/15/11,4.81,27111.96,2903
4146-a1ef,10/23/11,4.85,3497.66,381
42e4-7436,7/26/11,4.88,21755.50,2407
4a01-0cf0,3/23/10,4.75,31878.46,3650
4d89-d6d2,1/13/11,4.74,45896.74,4984
4c35-6423,11/24/10,4.82,41719.02,3888
46f5-41cb,11/11/11,4.80,16751.70,1587
4fdf-2acb,11/18/09,4.77,115489.46,11659
48af-1dd5,2/4/11,4.80,21699.42,2385
4e9a-529e,11/20/09,4.65,30627.06,3044
4836-c1ff,4/23/09,4.87,148274.02,15266
4eb8-87fd,2/14/09,4.83,54695.02,5703
4eed-d630,1/23/09,4.73,58483.50,6028
4246-263b,12/8/10,4.80,16480.32,1690
4fbc-5624,1/26/11,4.81,66904.22,6674
4733-3872,1/20/12,,1305.18,178
471b-a529,12/8/11,,4391.00,663
430c-d6f1,8/27/11,4.82,34782.25,3959
4650-82cf,3/5/09,4.82,34553.02,3652
4b7a-f020,3/27/10,4.79,132141.20,11962
4fe2-24de,3/13/11,4.83,39418.78,4374
4731-3334,12/22/11,4.63,10819.63,1018
41c7-bb0f,12/9/08,4.77,98976.14,8819
45fd-4e93,4/23/11,4.88,8116.20,990
4b3c-f916,10/19/11,4.58,5385.39,533
4e21-4573,3/1/12,4.41,4716.86,453
4b08-7e07,10/22/11,4.84,11532.44,1286
4f49-5ed3,11/8/11,4.63,5602.58,652
46ef-0dd4,12/3/11,4.84,12930.66,1512
4872-2646,1/3/09,4.89,138897.63,14960
469e-f197,1/24/11,4.74,19568.14,2102
4eb1-1f54,11/13/10,4.83,38067.04,3851
4b60-42d2,10/30/10,4.89,40741.12,4580
4133-3ea9,9/27/09,4.77,72615.18,6530
4232-0fc6,3/11/11,4.83,37781.46,4499
43da-28d0,7/15/10,4.86,28505.49,3279
434d-bf57,2/14/12,4.67,6261.94,663
40d1-82c5,11/17/08,4.89,324537.27,13459
427d-4736,4/14/11,4.85,5795.57,450
42c5-96a6,2/9/12,,8716.02,1300
4e58-1ab2,4/30/11,4.78,36618.79,4102
4071-2e9e,9/27/11,4.74,21899.23,2350
4886-f002,11/4/10,4.79,36768.38,2970
47ec-59fe,3/21/12,4.78,1803.50,179
4e7c-3420,4/26/12,4.94,385.29,31
40f8-f19b,10/14/10,4.82,4685.26,514
40d2-09d3,9/3/11,4.78,21088.91,2195
49fb-deae,8/23/10,4.77,46794.60,5369
4c9b-abed,2/7/09,4.69,41585.48,3586
4188-5cd4,7/15/10,4.66,4481.42,462
4706-e382,12/9/09,4.68,49121.83,5155
4960-550a,9/12/09,4.87,33496.62,3069
446f-7174,11/11/09,4.76,23604.75,2360
466c-52cf,12/21/10,4.82,7439.26,789
42ff-22da,1/13/12,4.85,4952.10,613
49cd-656a,12/9/09,4.79,81524.92,8684
44af-1904,5/5/10,4.84,6872.18,769
4100-336e,9/17/10,4.71,22600.83,2345
4813-9e26,11/18/11,4.97,3185.02,342
4205-65c9,10/15/10,4.80,16015.88,1537
4a97-048f,9/13/09,4.81,84707.60,8340
4ab7-dfee,11/6/08,4.76,62729.18,6164
4760-4751,12/12/11,4.59,2387.99,266
436f-2ec6,7/21/09,4.80,125091.16,14153
45f2-3329,9/9/11,4.88,21910.45,2396
46ef-d294,9/6/10,4.77,26198.18,3163
4cad-3ec6,12/2/11,4.55,7102.07,762
4c80-61ee,8/1/10,4.65,60278.30,6424
4963-f65f,9/20/09,4.80,84626.71,7364
4d8f-3cc6,3/18/12,4.29,1464.98,117
49a6-6298,10/31/08,4.64,18784.35,1923
4dcc-3a4a,11/20/09,4.79,104916.60,9969
444e-659a,3/10/12,4.63,5507.33,501
4d9b-d0bd,4/19/12,,205.58,32
4e1e-4c6c,10/18/11,4.85,13859.48,1661
4bc1-9836,7/9/10,4.87,2848.95,287
4e71-e64c,2/11/12,4.97,1447.39,164
48e7-8f09,11/7/10,4.87,3084.18,341
4bee-9fbf,4/20/12,4.74,2218.52,193
49fa-dc9c,7/1/08,4.70,32355.08,2436
4668-625c,9/6/11,4.66,32737.36,3539
41f3-63e6,12/21/11,4.78,6317.41,650
4997-7ce4,12/25/11,4.94,532.12,54
434c-578d,7/28/10,4.81,46463.86,4921
4f74-d3db,7/29/10,4.90,19729.10,1850
44bb-43a0,2/28/11,4.70,33501.46,3103
4bd5-1551,10/25/08,4.63,170285.99,11989
4b8b-adb0,7/27/09,5.00,120.78,10
4dc9-d8dd,3/2/12,4.86,2790.69,288
4009-6cb1,12/25/08,4.80,21578.98,2204
4bde-b6f1,4/14/11,4.79,3904.94,432
4e61-c840,2/22/12,4.81,7219.04,816
4b6b-3978,6/24/10,4.69,12371.42,1277
4d6a-faa0,10/31/11,4.88,23300.84,2678
4d1e-8a9d,9/4/09,4.68,69666.49,4596
4e30-571c,11/5/10,4.44,36897.48,3436
4394-b969,7/18/09,4.74,11707.34,1110
4014-cb76,11/14/11,4.81,8717.94,776
4441-c81b,9/3/11,4.87,9329.11,1093
4e64-d1e8,6/7/11,4.59,57989.32,6022
4c14-ee35,10/28/10,4.81,30543.22,3699
4b13-2c3d,3/7/12,4.57,1884.48,183
4417-40bf,5/7/11,4.69,31288.33,3011
4809-b412,5/17/10,4.91,78180.38,8255
4826-2b39,10/8/11,4.82,19168.77,1470
4f36-b7fd,6/1/10,4.72,87154.98,3995
456c-dcef,11/1/09,4.90,4945.08,188
4d62-d933,11/15/11,4.72,11381.32,1021
452e-cfc9,11/19/11,4.68,26726.16,2358
45b1-0e20,11/21/11,4.82,23776.95,2558
48b0-6ab8,3/23/11,4.81,10260.22,1001
421c-2b11,2/10/10,4.79,52017.85,5240
41a9-7ef0,11/26/10,4.87,55551.78,6189
4ca9-b4b4,12/21/11,4.79,5101.74,542
4673-4d9b,9/11/10,4.68,76314.38,7810
401a-feb9,1/3/10,4.85,43720.99,4331
481f-0077,1/23/11,4.85,32754.90,3085
4844-9a1a,5/9/11,4.57,10392.21,1299
4947-9099,8/16/11,4.77,26793.86,2771
432c-e5db,2/8/10,4.77,32892.02,3336
43bb-a28a,11/25/11,4.83,9698.93,1013
4a2f-2a16,3/18/12,4.88,3063.10,365
4959-107b,7/25/11,4.81,23900.31,2644
4ae2-4d7a,8/21/10,4.88,18727.76,2051
469e-4e93,11/1/08,4.70,55010.00,5773
4dfc-c5a2,7/5/09,4.84,108239.85,10065
4062-be72,2/10/11,4.53,10650.50,1117
46c0-d1cc,4/12/11,4.90,55741.18,5262
4640-8d41,7/24/09,4.83,84185.72,8656
4791-67e2,10/28/09,4.84,17345.51,1791
489e-2938,3/18/10,4.73,75592.38,8111
4843-0a9b,12/3/09,4.78,103190.46,12066
416f-b712,6/11/10,4.73,5480.41,528
4641-0a25,11/13/11,,1459.46,248
4192-4898,4/30/10,4.79,54477.32,5415
4da9-545c,1/26/12,4.97,1536.49,143
4877-6b86,9/3/11,4.82,37440.34,4285
4c7d-7793,2/13/12,4.76,1648.49,186
45df-6b57,11/2/10,4.80,34486.22,3502
490d-f53d,12/2/10,4.78,30756.32,2270
4350-05c7,4/14/12,,276.27,47
44b5-471f,12/9/10,4.74,64040.78,5544
44d4-8ba4,1/23/08,4.65,44420.19,3317
49c6-08aa,7/1/10,4.72,45200.62,5020
4642-0fa2,9/3/11,4.71,15918.60,1572
4ea2-7bbb,1/26/12,4.91,13188.19,1279
447f-c4f9,5/8/10,4.37,1470.20,148
431d-ba0b,8/7/10,4.95,851.81,96
4243-0afa,2/21/12,4.50,4270.60,475
4d5d-b3df,2/1/10,4.82,154675.14,15230
48d0-872d,4/13/11,4.69,24670.59,2562
4083-a2e8,4/3/10,4.86,48636.67,5112
46eb-cd3e,12/4/10,4.83,32002.98,3565
410c-415c,7/12/10,4.77,43610.59,4988
463d-b677,3/28/12,4.82,6197.07,662
4a84-bec4,4/11/09,4.58,4903.30,498
44d0-2e34,9/2/11,4.48,15975.90,1572
4273-ed96,12/15/11,4.78,4376.40,449
41d4-cf82,11/18/10,4.82,60854.11,5194
42ba-b8af,10/14/11,4.72,14292.81,1641
4a7f-5ca0,11/6/10,4.82,5807.82,612
42aa-ef8f,12/11/09,4.80,47138.17,4601
407c-aadb,6/6/10,4.74,69294.06,6507
491f-7c9e,8/22/09,4.82,28307.19,2428
4f41-9ea4,4/30/12,,70.52,13
4885-dd00,1/8/12,4.54,4995.26,523
441f-931e,12/27/08,4.88,14249.55,1621
40ef-bb29,11/9/09,4.74,100414.14,10552
469c-4b77,7/27/10,4.72,46181.19,4714
41f9-208e,11/16/08,4.77,88349.74,8120
4456-028a,3/6/12,4.53,6759.72,692
486b-638f,10/25/11,4.60,30058.07,3514
4ba3-0783,10/15/09,4.76,11159.98,1092
45c1-c1ec,7/1/10,4.84,87478.61,3108
4ace-999c,3/5/09,4.73,35394.50,3780
4d6b-a69e,4/15/12,,493.52,88
4d1d-c520,11/1/09,4.75,47679.34,5095
4245-7a9e,6/3/10,4.74,28059.38,3015
4806-3036,2/27/12,4.92,5136.51,550
4285-8799,1/1/11,4.79,21360.41,2407
45b6-924d,3/29/12,4.86,1605.28,169
4e3b-b34e,6/27/11,4.83,20534.68,2070
4ad0-4753,9/24/10,4.83,4983.31,437
4ff9-1807,9/18/10,4.96,879.90,92
4ffd-9a5b,3/31/12,4.91,3838.87,429
4573-d775,4/3/09,4.74,59092.93,6381
455e-6a96,12/7/10,4.73,22745.30,1931
49ae-85b5,4/14/11,4.56,12240.91,1317
4d23-29b3,7/24/09,4.83,70340.68,6877
4c9c-ec95,4/15/12,4.75,2101.78,230
47fa-de49,4/6/12,4.92,5825.17,606
4557-ab17,1/20/12,4.85,3015.85,379
49e4-ad00,12/24/10,4.56,16350.26,1649
4867-7815,11/1/11,4.67,13915.26,1417
4df4-b91d,4/13/12,4.83,1808.36,168
4361-b133,6/14/11,4.72,23237.06,2542
4716-f93b,1/9/10,4.86,93422.66,9395
40eb-d5ac,5/13/11,4.63,33648.77,3614
4a70-13f7,12/21/08,4.79,30130.76,2913
4a8c-1098,6/8/11,4.91,2891.06,277
4dc0-c3cd,3/19/11,4.72,28898.90,2790
4e6f-1ef0,8/27/10,4.77,57765.58,5345
44e5-d7ae,10/22/11,4.67,11751.59,1253
4176-86bc,4/22/11,4.76,27879.32,3005
4628-bee9,10/26/11,4.87,21425.34,2081
4ff6-5a63,11/3/11,4.85,11253.35,1013
4d16-7481,3/21/09,4.78,56774.97,5807
4b39-686d,1/14/11,4.87,30290.56,3229
4586-aab5,2/1/12,5.00,5929.16,770
4a44-8d76,1/20/10,4.79,65385.33,5764
46ae-e775,12/31/11,4.82,3114.56,389
4d34-ac8f,10/29/11,4.61,17796.54,1735
4640-02fd,9/8/11,4.84,28791.07,3212
467d-8933,6/11/11,4.56,15468.18,1601
4a85-5756,10/8/10,4.89,7904.82,864
4353-aee5,6/4/10,4.80,65635.21,7483
4097-b15b,8/31/10,4.88,38981.72,4073
4d42-7e94,9/29/10,4.79,41072.72,4022
4727-7b1b,1/20/11,4.82,30151.37,2666
4485-08af,2/11/11,4.83,45517.18,1713
470b-167e,11/7/09,4.79,139154.78,15094
4d62-7d4c,10/15/11,4.76,5465.14,616
4476-9342,7/30/09,4.82,99698.73,11099
4fff-bb1d,7/28/10,4.81,19304.71,839
4ad8-45d4,3/6/12,4.61,5548.26,438
4962-e423,1/22/12,4.88,3453.23,457
4026-c13a,2/16/12,4.76,2077.86,212
48c1-79d0,6/2/11,4.78,22322.82,2541
42f0-76ec,9/23/11,4.78,9770.99,947
405d-2a96,10/26/10,4.62,6695.30,760
45be-ceed,10/23/10,4.83,12273.91,1176
4209-3bd0,1/5/10,4.87,57938.92,6749
43a6-386e,2/18/11,4.87,83371.50,3183
45f9-d592,11/30/10,4.30,3878.28,446
4750-fae3,10/24/10,4.76,40429.10,4306
4e5a-6d9b,6/24/10,4.72,47307.49,4888
45b8-6559,9/20/08,4.66,141971.66,12802
4177-e39b,11/7/08,4.35,4935.54,298
4140-469d,2/17/11,4.78,21813.97,2442
4970-7338,8/21/10,4.75,12580.26,1117
46c5-9d83,10/29/11,4.78,37272.80,3504
4f90-46ad,1/19/12,4.86,2919.26,309
4225-ba69,8/18/11,4.70,15363.70,918
407b-25b4,9/23/09,4.84,80488.91,8521
4271-7a23,6/2/10,4.74,29691.67,3615
4a63-5313,1/13/10,4.67,27929.91,2928
4fc0-f35a,12/26/09,4.62,50881.78,5014
4bab-0b3e,2/20/12,4.88,2226.34,244
42e3-9fdc,4/27/12,4.50,345.63,38
4b9f-765f,2/9/11,4.61,19702.06,2116
4249-ad89,11/30/11,4.77,15945.74,1554
44c0-a3f9,8/29/11,4.80,13470.11,1408
42ef-709d,12/10/10,4.77,24687.72,2750
43e5-4e0d,4/10/12,,36.34,6
4c10-6311,4/30/10,4.72,5025.80,550
41bb-90c3,7/23/10,4.76,6566.85,706
4b5f-747a,10/10/11,4.74,9184.44,1015
447e-1baf,9/29/11,4.74,8740.88,1003
4fb6-c136,8/22/11,4.86,26714.42,2680
421d-4482,4/12/12,4.80,341.88,34
4aa4-b92d,2/1/08,4.62,81850.40,6164
4d6f-a064,4/13/12,4.68,318.38,27
4d10-8dfa,1/10/07,4.70,258072.18,11583
4565-7077,5/28/11,4.87,3247.13,335
4cab-6049,9/3/10,4.83,60259.97,5881
49e1-9c75,3/19/11,4.82,17087.40,2029
4ac9-6360,10/29/09,4.80,25031.11,2821
4bd4-9412,8/12/11,4.91,27623.29,2651
4249-b25c,4/3/12,4.47,502.47,50
453f-860b,6/1/11,4.72,21716.69,2691
4467-2787,6/6/08,4.82,231211.02,7645
4443-689c,2/18/10,4.88,14245.72,1576
42b1-4383,5/23/11,4.75,9353.99,1182
466c-90cd,10/15/10,4.70,31087.01,3280
4a27-d5be,5/11/08,4.74,344615.42,13106
49ea-6b0b,5/2/08,4.81,210784.07,8451
478a-bbc7,3/1/12,4.94,734.08,68
45e6-d678,1/6/12,4.74,6097.77,492
4644-a559,10/31/10,4.59,39548.87,4024
4915-f249,2/11/10,4.75,48670.02,5347
4343-a439,2/28/12,4.82,11813.24,1332
470f-db66,2/1/10,4.74,47235.08,5350
4680-bce4,7/25/11,4.72,38738.61,4535
443b-3837,4/10/12,4.59,989.37,114
4ea1-2df0,5/12/10,4.82,71955.54,7176
4987-4223,1/19/12,4.72,4905.19,460
4de2-0d85,12/20/08,4.76,52513.94,5039
4b14-f3c1,9/14/10,4.83,52263.34,5304
403f-e899,5/19/11,4.77,10428.26,1162
47ad-9ece,3/19/11,4.72,15482.62,1102
47d7-35e7,3/19/11,4.87,12771.38,1228
46bd-5dd3,3/9/12,4.89,5422.07,484
4893-30be,2/6/12,4.90,2441.67,270
4e71-a87d,6/30/09,4.75,57483.95,4677
46fe-6af0,12/12/09,4.74,16957.98,1757
4373-8339,8/13/11,4.87,16391.66,2037
43aa-eff9,12/19/08,4.79,72621.54,6345
4066-9323,2/18/12,4.81,5777.20,610
4a1b-975a,6/16/10,4.67,42941.31,3772
4a46-9d06,7/1/11,4.68,57729.10,4289
46fd-cfaa,4/15/12,4.69,674.46,68
440b-3877,11/27/10,4.77,18947.71,1976
4c5a-36fc,12/23/11,4.74,1817.74,171
4d38-d766,11/7/11,4.91,5664.99,600
4649-1ff1,5/18/11,4.81,12804.74,1379
446d-b7b1,8/12/10,4.77,62170.90,1826
430b-15d5,5/25/10,4.78,87104.85,9279
4706-b549,6/27/07,4.79,277938.92,9983
48db-fa6b,7/30/09,4.87,67108.57,8460
47c4-d0bf,3/19/11,4.79,23163.59,2603
48bc-8e5b,9/29/11,4.68,19564.28,1880
4bd9-ff67,10/17/09,4.64,17278.67,1665
4447-84e3,4/16/11,4.89,8744.02,883
4ec4-35c4,4/16/12,4.60,1368.70,155
4224-ebda,5/19/10,4.70,28788.58,2845
4f62-7b84,11/22/09,4.78,88616.94,9371
4e1b-696e,4/8/12,4.29,631.06,70
4765-5f1d,4/3/11,4.74,12040.15,1300
474b-9e42,11/12/11,4.71,5636.99,641
4bcb-6323,4/29/10,4.71,19487.70,2161
48c7-7abd,4/21/12,4.87,2618.34,301
4761-8243,3/4/12,4.88,3698.30,364
4431-c005,8/19/10,4.81,51525.93,4409
4136-e4f9,1/21/11,4.76,54791.05,6565
4289-8a31,8/16/10,4.83,65830.03,7094
4522-090b,1/25/12,4.57,6070.52,640
408b-7963,1/31/12,4.67,14265.62,1477
4dff-f126,3/26/12,4.88,964.83,91
4c14-b52d,10/4/11,4.55,16747.25,1870
43b9-2bd8,9/26/11,4.80,9850.54,998
4551-7f35,2/24/12,4.83,6316.34,639
4c65-29c7,2/6/10,4.81,10443.66,826
4a94-9fc5,9/14/11,4.86,2756.64,287
43dc-d1b8,8/22/11,4.86,6414.68,736
447b-9886,10/28/11,4.83,824.89,88
460e-5750,3/24/07,4.75,272112.62,11802
48c5-f7b7,7/11/11,4.79,2323.54,281
4a2e-0ad5,7/23/09,4.81,134668.22,13859
4970-71a7,10/25/08,4.73,130537.11,12609
4826-b6c3,3/3/12,4.86,5446.75,560
49a7-8370,2/20/11,4.82,53920.74,5747
4620-3976,1/22/12,4.93,1432.62,154
4536-f5a2,9/14/10,4.76,36704.36,3938
4a4a-2832,1/6/12,4.73,3452.46,301
4329-bdcc,3/13/10,4.82,72891.58,7177
4b18-599b,9/20/10,4.89,43326.07,4037
48e6-493e,6/23/11,4.64,19508.14,2286
402d-e31c,8/22/11,4.62,18899.17,1995
4750-25ae,3/1/12,4.84,2091.30,210
4212-c1bd,6/28/09,4.67,13994.59,1268
4276-01b7,10/24/10,4.89,35590.43,3811
458b-5a00,8/6/11,4.81,13355.49,1527
4dae-4a48,11/15/11,4.87,23456.89,2639
4d02-8e8b,5/28/11,4.11,15610.01,1472
481e-521b,10/12/11,,9474.00,1443
47a5-6e86,12/23/11,4.68,15327.13,1377
4341-2377,2/29/12,,1282.93,179
44a3-7e6c,7/30/11,4.74,20822.29,2279
41f4-41c3,10/22/11,4.83,22913.94,2537
45f6-1e08,1/29/10,4.90,63636.27,6800
40a0-c291,10/9/11,4.64,11336.90,1259
43c3-2109,12/24/11,4.85,9136.32,1010
4ce1-56f4,1/18/09,4.67,59615.34,5713
4e04-1ba2,11/7/08,4.74,86183.44,9089
4fe8-3a8d,4/27/10,4.80,24142.92,2659
4910-ef5a,12/28/09,4.70,36470.87,4005
4ff0-3b5f,11/28/11,4.89,2992.40,326
42df-35b9,9/20/10,4.84,10831.30,1285
4704-e447,12/22/11,4.68,13618.08,1455
4be2-5b8a,6/14/09,4.80,40552.83,3832
457d-e575,5/31/10,4.71,9236.06,945
4758-4f83,2/7/11,4.72,41047.78,3961
4a4d-628a,3/21/12,4.88,2497.71,144
431b-2f32,7/5/09,4.64,10394.37,1139
4937-160a,6/27/10,4.81,12567.31,915
451f-dde0,10/7/10,4.77,31028.35,3170
4b60-94e7,12/7/10,4.71,32735.26,3696
46ce-8a6f,12/1/08,4.72,19886.52,1764
415e-3588,9/4/11,4.88,7343.10,831
454d-109b,1/19/09,4.81,31320.10,3447
4844-6ba8,12/1/10,4.74,14473.42,1229
4476-139a,7/20/11,4.84,21961.22,2299
42f0-4e01,12/17/09,4.72,146041.29,14514
429e-1883,4/8/10,4.77,47649.00,5471
4b53-8e6b,11/29/11,4.86,3933.47,467
4cc6-2921,7/5/10,4.84,76508.69,8297
4ca6-23cc,8/28/10,4.79,18936.19,2103
4cd9-67c1,4/22/11,4.81,8237.65,803
49fc-6351,4/14/11,4.83,37585.31,4103
4801-55b9,5/19/10,4.82,21312.30,2201
4e25-31c9,12/2/08,4.83,166654.34,13427
4d43-01f0,6/28/11,4.51,15003.27,1710
48e0-3bcc,1/14/10,4.75,17652.18,1825
49c6-c6e7,10/30/10,4.73,27989.57,2948
4d95-65f8,6/13/11,4.88,16727.70,1630
4b3a-0fb8,6/23/11,,1734.31,263
4da1-4898,10/23/10,4.85,20989.38,2221
45dd-f24a,4/12/12,4.90,2139.33,246
4df6-a692,6/19/10,4.84,41253.43,3996
481e-4b32,11/16/11,4.83,2752.82,308
4ba9-4cf1,12/21/08,4.74,70129.81,6276
4474-7417,11/8/10,4.80,38191.62,4313
4823-9eef,11/5/10,4.72,18026.28,1076
4948-c564,1/14/10,4.71,18314.74,2286
4164-b3f8,1/19/11,4.78,28761.53,3326
4b7b-d749,9/27/11,4.71,22077.47,1909
4749-5aac,10/12/10,4.85,9014.81,920
423f-7a83,4/21/09,4.83,33722.97,3490
4726-92f1,4/26/12,4.41,470.37,46
45bb-eb7c,1/25/11,4.60,21614.74,2153
4602-b41b,6/15/10,4.75,47766.62,3577
4569-2d04,8/1/09,4.80,23955.44,2684
4fe7-e23b,11/19/11,4.92,2927.46,343
42f6-5594,10/29/09,4.86,59036.29,5984
429d-98c1,2/23/12,4.73,4683.57,531
4e80-4204,12/1/08,4.74,56481.08,4927
48a5-eb11,2/23/12,4.86,2581.80,238
4ad7-2abd,5/11/11,4.72,4974.74,576
41f4-2bc6,6/20/11,4.65,13981.59,1339
4f8f-f7cb,5/14/10,4.76,62870.24,5532
4597-0e79,2/19/11,4.76,1448.32,141
4b76-1c97,9/25/11,4.74,15582.55,1698
42d0-0185,10/1/10,4.84,22197.07,2337
4bc9-9623,1/27/09,4.79,90006.85,7787
4c07-c4f8,10/26/09,4.77,77471.37,8426
433a-6f6d,12/17/11,,15330.55,2149
4f15-a519,6/13/09,4.81,45480.66,4600
4f98-8012,9/19/08,4.76,147931.62,5825
4861-f22b,11/9/08,4.73,76922.82,8392
4165-f46f,11/2/11,4.80,4783.50,587
4996-443d,7/4/10,4.63,5431.37,599
4f81-e885,4/11/12,4.77,4214.82,366
4b95-ca08,12/25/10,4.88,21287.66,2020
4eb7-3e9b,10/2/11,4.73,19110.44,2149
4108-a271,7/28/11,4.79,32314.08,3562
4e3b-b8a0,11/14/07,4.72,91201.30,3194
4c47-cd8d,11/6/11,4.63,3916.21,438
4ab1-d45f,11/2/10,4.69,21073.43,2583
4a96-97b1,12/31/10,4.63,9302.90,643
4dd1-e80e,12/29/09,4.78,42015.87,4907
4313-e6d8,7/24/10,4.76,40402.16,4544
4f70-3c7c,3/26/10,4.84,107788.97,11748
4a14-a458,7/7/11,4.77,33964.26,4032
4a47-2658,9/21/09,4.75,86442.54,9216
490e-e3e8,1/28/12,,2178.13,307
4339-d33f,3/28/12,,2859.91,438
47f4-891a,8/24/10,4.68,17925.41,1855
4a17-11b9,1/17/11,4.84,16506.91,1741
4e4a-f6b7,9/3/11,4.75,10556.02,635
458b-2057,6/28/10,4.67,57664.49,6111
436e-c2f7,2/2/12,4.64,7103.86,673
49d1-6dd5,12/6/10,4.77,30938.86,3611
4d00-6610,2/14/12,4.85,4342.90,437
4193-71dd,1/19/12,4.93,16211.26,1510
4abf-8bcf,4/10/11,4.68,38135.26,3968
4b61-bb4d,2/27/12,4.83,4065.94,433
48df-9a86,1/5/12,4.78,9470.45,1093
484e-c4a2,1/9/11,4.76,35954.19,3844
46ef-74cd,6/13/10,4.61,17176.02,1806
4a88-c31b,10/25/11,4.71,15617.77,1375
4df9-958e,8/24/11,4.72,12723.92,1249
4c13-51e0,8/16/11,4.81,10587.57,1183
42f0-781a,3/2/12,4.76,3970.65,427
4ec0-8c0d,3/8/10,4.88,31038.10,3258
4432-96ef,5/12/10,4.82,3060.81,306
4921-7539,11/1/11,4.83,6334.77,774
495e-6868,1/14/12,4.93,807.12,99
4952-4f08,3/15/08,4.74,139725.53,4699
4ac9-ce51,10/24/10,4.87,14856.49,1625
4fe8-c8eb,10/2/11,4.91,7281.12,512
4e90-85ab,4/15/12,4.88,1563.40,164
44cd-d1ff,4/2/11,4.77,15475.24,1653
43a1-4108,12/8/11,4.87,5889.86,722
4db7-170e,1/13/11,4.85,39566.00,4090
4cef-0dab,7/3/10,4.86,14017.24,1595
42b4-8575,10/8/10,4.50,8803.62,795
4906-be47,7/19/11,4.38,15058.62,1710
4f46-7484,11/7/09,4.70,68675.31,4433
4161-8e87,4/29/12,4.55,261.43,26
4523-6e39,9/6/08,4.78,36063.47,3792
454c-71d9,4/1/11,4.46,38396.34,3837
42f4-e639,1/23/10,4.68,50605.73,5003
47d5-2546,11/17/10,4.70,38165.42,3937
4c8e-1f26,11/14/11,4.86,7492.50,841
4c5c-c9eb,7/14/11,,17057.26,2684
4765-e247,1/7/10,4.73,16634.92,1648
47ed-1e3c,5/4/12,4.95,763.01,72
4a7b-edfb,9/20/11,4.85,8281.39,985
420f-9405,12/27/11,4.81,2373.06,249
49ac-fd10,11/27/11,4.47,11953.18,1238
4ec6-4871,1/1/11,4.87,2469.63,266
48db-4b6f,2/2/12,4.96,7455.91,760
4c9c-c83c,12/26/10,4.83,42690.74,4906
40c1-6f2f,4/19/12,4.82,1249.03,142
47a0-36fd,4/8/11,4.81,22556.48,2570
4042-613a,12/28/10,4.90,26231.40,2998
4213-9946,1/18/12,4.85,6431.60,804
4ebf-f5cb,2/25/12,4.87,5652.16,502
4a39-a9d0,12/13/10,4.80,20248.70,2104
4558-cc5f,10/3/11,4.73,18170.58,1972
4de7-3e9d,8/18/09,4.80,49460.14,5097
417c-4fb5,3/17/11,4.76,7453.22,736
473a-352e,8/31/10,4.77,21279.73,2373
4712-b302,10/19/10,4.72,70407.82,6970
4b9f-5fad,10/20/10,4.79,35052.87,4152
40c5-a68f,8/31/11,4.74,53169.06,5531
4a19-a489,7/24/10,4.89,29896.67,2819
46cf-3140,2/15/11,4.73,23423.99,2360
46ac-afb6,1/22/11,4.87,11192.18,1235
44a0-2345,6/24/11,4.84,36307.79,3416
41a4-36c0,11/4/10,4.83,19952.86,2267
4d3d-40a1,7/5/08,4.78,64189.64,6320
480e-d0ca,1/23/10,4.84,38245.57,4015
4394-e8c5,11/7/09,4.75,20208.22,2115
40c7-c0f7,6/6/09,4.78,106807.06,10733
42d8-c496,9/12/08,4.84,125012.98,4347
4fc0-c3b9,2/7/12,,2636.26,343
4aec-e660,11/6/10,4.77,22986.74,2361
4364-00be,10/22/11,4.54,21176.53,2037
4637-1640,6/22/08,4.83,128942.11,5381
4423-5802,3/16/12,4.89,2334.67,240
4dd9-367d,6/2/11,4.93,1606.58,170
40b5-d9bc,8/25/11,4.58,16813.03,1771
4eb2-6647,2/4/09,4.87,94063.46,8598
411f-d1dd,1/26/12,4.72,780.66,80
4271-c552,6/30/11,4.88,8571.26,983
4f7d-2160,12/6/11,4.67,12538.41,1186
4c7b-cded,3/24/11,4.68,20367.04,2401
4445-99f6,10/14/11,4.88,3300.54,351
4d23-c584,9/30/11,4.85,16132.46,1537
49a9-4802,7/14/09,4.89,1882.47,199
43f4-df05,10/13/10,4.77,38452.45,3971
48c2-fb13,3/23/10,4.89,98982.94,10310
4002-706d,7/9/11,4.80,21698.15,2239
430c-bfd1,4/7/12,4.90,1827.00,194
4aff-8d60,5/14/09,4.85,16786.71,1496
4653-9c46,7/6/11,4.73,25957.96,1760
40db-8cc3,3/11/12,4.86,5246.90,508
4011-c65c,6/15/11,4.81,30252.15,3397
48dc-464c,9/9/11,4.57,8341.13,758
4fcd-7c80,8/15/11,4.89,4849.43,506
4569-b154,7/15/11,4.81,33556.21,3142
4ad6-dd99,9/5/11,4.85,11518.67,1124
40dd-02c6,3/6/12,4.82,1171.10,127
4b23-be97,10/18/08,4.71,74548.92,7382
424e-ab02,11/1/11,4.47,4995.44,425
428a-c07a,1/23/12,4.74,4110.74,281
